Area,Floor,Year_Built,Finish,Amenities_Count,Is_Installments,has_utilities,has_security,has_luxury,has_access,City,Rooms_Count,Bathrooms_Count,Is_Off_Plan,Years_to_Delivery,Property_Age,Total_Rooms,Avg_Room_Size,Area_Per_Room,Rooms_per_Bathroom,Type_0,Type_1,Type_2,Type_3,View_0,View_1,View_2,View_3,Seller_Type_0,Seller_Type_1,Seller_Type_2
-0.2659346783647896,-0.3243304068843241,0.6855285228648935,1.0,-1.0617586697942691,1.0,0.0,0.0,0.0,0.0,-0.014893225410156327,-0.6448507437095714,-1.012780431568035,1.0,1.67460136584701,-0.468659979786615,-0.8772820984119444,-1.079850914075577,-1.2942503381273052,0.3810094099547401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.09151288823295377,-0.7149720732464664,0.46415827203187005,1.0,-1.0617586697942691,1.0,0.0,0.0,0.0,0.0,0.9893211611170499,0.8090786810007098,0.5971497913836893,1.0,0.14248582862463693,-0.468659979786615,0.7430230516132786,0.06939989528993884,0.028903164057335274,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.1068705112287938,0.45695292583996044,0.46415827203187005,1.0,-1.0617586697942691,1.0,0.0,0.0,0.0,0.0,-0.014893225410156327,0.08211396864556919,-0.20781532009217288,1.0,0.14248582862463693,-0.468659979786615,-0.06712952339933288,-0.40945460861235927,-0.5423913010917377,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.3578113253482726,-0.02744274044909604,-0.19995248046720032,1.0,-1.0617586697942691,0.0,0.0,0.0,0.0,0.0,0.9820360706659493,4.443902242776414,2.2070800143354137,0.0,-0.6235719399865496,0.11512506425299253,3.5785570641574194,-0.3746288265103739,-0.6213266330639758,2.211806308298119,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.08972565039996505,-0.7149720732464664,0.02141777036582313,1.0,-1.0617586697942691,0.0,0.0,0.0,0.0,0.0,0.9893211611170499,0.08211396864556919,0.5971497913836893,0.0,-0.6235719399865496,-0.11838895336285048,0.3379467641069729,0.42346201332678973,0.7600416764501902,-0.5343890392169496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.08899813289890664,-0.3243304068843241,-0.19995248046720032,1.0,0.4365621876225416,0.0,1.0,1.0,0.0,1.0,-1.400208192855785,0.08211396864556919,-0.20781532009217288,0.0,-0.6235719399865496,0.11512506425299253,-0.06712952339933288,-0.2875643712554106,-0.4239883031333806,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.04431718707418871,-1.1056137396086085,0.33133612153205094,1.0,-0.06287809818306195,1.0,0.0,1.0,1.0,0.0,-0.5463041887178255,0.08211396864556919,-0.20781532009217288,0.0,-0.6235719399865496,-0.4359680173203969,-0.06712952339933288,0.01716122213696103,-0.12798080823748778,0.3810094099547401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26,1.0
0.00036375875052921234,1.238236258564245,0.46415827203187005,1.0,-0.06287809818306195,0.0,0.0,1.0,0.0,1.0,-0.8329470739261265,0.08211396864556919,-0.20781532009217288,1.0,0.14248582862463693,-0.468659979786615,-0.06712952339933288,0.3218868155293327,0.16802668665840503,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.12474288955868097,1.628877924926387,-0.19995248046720032,1.0,-0.06287809818306195,0.0,0.0,1.0,0.0,1.0,-1.400208192855785,-0.6448507437095714,0.5971497913836893,0.0,-0.6235719399865496,0.11512506425299253,-0.06712952339933288,-0.531344845969308,0.1088251876792263,-1.4497874883886392,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.09793432206385022,-0.3243304068843241,-2.967080615879994,1.0,-0.5623183839886655,0.0,1.0,0.0,0.0,0.0,-0.22068196471170512,-0.6448507437095714,-1.012780431568035,0.0,-0.6235719399865496,3.03405028445103,-0.8772820984119444,0.8297628045166189,0.37523193308552977,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.1569131705524779,-1.1056137396086085,0.350152592852866,1.0,0.4365621876225416,1.0,0.0,1.0,1.0,0.0,-0.014893225410156327,-0.5939632138447117,-0.19171601786265563,0.0,-0.6235719399865496,-0.4616545592581397,-0.496510388156017,-0.37791550969624893,-0.1409459365139277,-0.8273165429518929,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07,1.0
-0.15155145705351172,-0.7149720732464664,-0.753378107549759,1.0,-1.0617586697942691,0.0,0.0,0.0,0.0,0.0,0.9893211611170499,0.08211396864556919,-1.012780431568035,0.0,-0.6235719399865496,0.6989101082926,-0.4722058109056386,-0.3637457696035035,-0.8383987959876303,2.211806308298119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.10759802872985223,-1.1056137396086085,0.46415827203187005,1.0,1.4354427592337489,0.0,1.0,0.0,1.0,0.0,0.9893211611170499,2.263008105710991,0.5971497913836893,1.0,0.14248582862463693,-0.468659979786615,1.5531756266258903,-0.35528116978704877,-0.6607942990500947,2.211806308298119,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.2212537325400717,-0.7149720732464664,0.7962136482814053,1.0,1.4354427592337489,1.0,1.0,1.0,1.0,1.0,0.4214770336925007,-1.371815456064712,-1.012780431568035,1.0,2.4406591344581963,-0.468659979786615,-1.2823583859182501,0.19999657817238403,0.49955508094180473,-1.4497874883886392,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.053253376239132295,-1.1056137396086085,0.46415827203187005,1.0,-0.5623183839886655,1.0,0.0,0.0,1.0,0.0,0.9893211611170499,0.08211396864556919,-0.20781532009217288,1.0,0.14248582862463693,-0.468659979786615,-0.06712952339933288,-0.0437838965415133,-0.1871823072166665,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.07112575456901947,-0.7149720732464664,-0.19995248046720032,1.0,-0.06287809818306195,0.0,0.0,1.0,0.0,0.0,-0.014893225410156327,0.08211396864556919,0.5971497913836893,0.0,-0.6235719399865496,0.11512506425299253,0.3379467641069729,-0.490714766850325,-0.3055853051750234,-0.5343890392169496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.4918541628224264,0.5585197590941173,0.35347314661535834,1.0,0.9360024734281452,1.0,1.0,1.0,1.0,0.0,-0.22068196471170512,1.5360433933558504,2.2070800143354137,0.0,-0.6235719399865496,-0.468659979786615,1.958251914132196,0.7789752056178901,1.17445216930444,-0.2292562228263862,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.25878572703283476,0.06631125947781819,0.35347314661535834,1.0,-1.0617586697942691,1.0,0.0,0.0,0.0,0.0,-0.6107402954493591,-1.371815456064712,-1.012780431568035,0.0,-0.6235719399865496,-0.468659979786615,-1.2823583859182501,-0.4399271679515964,-0.24638380619584496,-1.4497874883886392,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.08972565039996505,0.8475945922021028,-0.19995248046720032,1.0,0.4365621876225416,0.0,0.0,1.0,0.0,1.0,-0.014893225410156327,0.8090786810007098,0.5971497913836893,0.0,-0.6235719399865496,0.11512506425299253,0.7430230516132786,0.060693449764442756,0.02002293921045849,0.3810094099547401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.44717321699770846,-0.7214827676858353,0.3512594441070301,1.0,0.4365621876225416,1.0,0.0,1.0,1.0,0.0,3.0962802017116857,0.45286597194669076,-0.3688083423873453,0.0,-0.6235719399865496,-0.4371355874084762,0.46757117610899085,0.5955165472323466,0.19958954297130355,1.4680510124918913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26,1.0
-0.0854236572329292,0.06631125947781819,0.5748433974483818,1.0,-0.5623183839886655,1.0,0.0,0.0,1.0,0.0,0.9893211611170499,0.08211396864556919,0.5971497913836893,1.0,0.9085435972358233,-0.468659979786615,0.3379467641069729,-0.571974925088291,-0.40030770354170925,-0.5343890392169496,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.2855942945276655,0.06631125947781819,0.7962136482814053,1.0,1.4354427592337489,1.0,1.0,1.0,0.0,1.0,-0.014893225410156327,-0.6448507437095714,-1.012780431568035,1.0,2.4406591344581963,-0.468659979786615,-0.8772820984119444,-1.3033163492299826,-1.4896152847585944,0.3810094099547401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.00036375875052921234,2.019519591288529,-0.0892673550506886,1.0,0.4365621876225416,0.0,0.0,1.0,0.0,1.0,-1.400208192855785,0.08211396864556919,-0.20781532009217288,0.0,-0.6235719399865496,-0.001631944554928974,-0.06712952339933288,0.3218868155293327,0.16802668665840503,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.1068705112287938,-0.3243304068843241,-0.19995248046720032,1.0,-1.0617586697942691,0.0,0.0,0.0,0.0,0.0,-1.400208192855785,0.08211396864556919,-0.20781532009217288,0.0,-0.6235719399865496,0.11512506425299253,-0.06712952339933288,-0.40945460861235927,-0.5423913010917377,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.08006194373396305,-0.7149720732464664,-0.3106376058837121,1.0,-0.5623183839886655,0.0,0.0,0.0,1.0,0.0,-0.014893225410156327,0.08211396864556919,-0.20781532009217288,0.0,-0.6235719399865496,0.23188207306091402,-0.06712952339933288,-0.2266192525769363,-0.3647868041542021,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.08899813289890664,0.45695292583996044,0.6855285228648935,1.0,0.9360024734281452,1.0,0.0,1.0,1.0,1.0,0.31610550491858924,0.08211396864556919,0.5971497913836893,1.0,1.67460136584701,-0.468659979786615,0.3379467641069729,-0.5922899646477823,-0.4239883031333806,-0.5343890392169496,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
-0.20516859204317323,0.06631125947781819,0.46415827203187005,1.0,-1.0617586697942691,0.0,0.0,0.0,0.0,0.0,-1.7986202100134274,-0.6448507437095714,-1.012780431568035,1.0,0.14248582862463693,-0.468659979786615,-0.8772820984119444,-0.3891395690528679,-0.690395048539684,0.3810094099547401,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.08899813289890664,-0.3243304068843241,0.02141777036582313,1.0,1.4354427592337489,0.0,1.0,1.0,1.0,1.0,0.9893211611170499,0.08211396864556919,0.5971497913836893,0.0,-0.6235719399865496,-0.11838895336285048,0.3379467641069729,-0.5922899646477823,-0.4239883031333806,-0.5343890392169496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.22840268387202656,2.800802924012814,0.9068987736979169,1.0,1.4354427592337489,1.0,1.0,1.0,1.0,1.0,-0.18824738437357183,-1.371815456064712,-1.012780431568035,1.0,3.2067169030693834,-0.468659979786615,-1.2823583859182501,0.07810634081543535,0.3574714833917762,-1.4497874883886392,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.12474288955868097,-0.7149720732464664,-0.19995248046720032,1.0,1.4354427592337489,0.0,1.0,1.0,0.0,1.0,-1.400208192855785,-0.6448507437095714,-0.20781532009217288,0.0,-0.6235719399865496,0.11512506425299253,-0.4722058109056386,-0.1352015745592248,0.1088251876792263,-0.8395218556075129,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.06218956540407588,3.191444590374956,-1.4174888600488293,1.0,-1.0617586697942691,0.0,0.0,0.0,0.0,0.0,-1.400208192855785,0.08211396864556919,-0.20781532009217288,0.0,-0.6235719399865496,1.399452161140129,-0.06712952339933288,-0.10472901521998763,-0.24638380619584496,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.017508619579357957,0.45695292583996044,-0.19995248046720032,1.0,0.9360024734281452,0.0,1.0,1.0,0.0,0.0,-0.014893225410156327,0.8090786810007098,1.4021149028595514,0.0,-0.6235719399865496,0.11512506425299253,1.1480993391195844,-0.6684713629958752,-0.5127905516021484,-0.35130934938261144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.16048764621845532,0.45695292583996044,0.9068987736979169,1.0,-1.0617586697942691,1.0,0.0,0.0,0.0,0.0,-0.22068196471170512,-0.6448507437095714,-1.012780431568035,1.0,3.2067169030693834,-0.468659979786615,-0.8772820984119444,0.11873641993441811,-0.24638380619584496,0.3810094099547401,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
